en_book,en_chapter,en_verse,en_part,ru_book,ru_chapter,ru_verse,ru_part
Leviticus,14,56,,Книга Левит,14,55,
Leviticus,14,57,,Книга Левит,14,56,
Numbers,12,16,,Книга Числа,13,1,
Numbers,13,1,,Книга Числа,13,2,
Numbers,13,2,,Книга Числа,13,3,
Numbers,13,3,,Книга Числа,13,4,
Numbers,13,4,,Книга Числа,13,5,
Numbers,13,5,,Книга Числа,13,6,
Numbers,13,6,,Книга Числа,13,7,
Numbers,13,7,,Книга Числа,13,8,
Numbers,13,8,,Книга Числа,13,9,
Numbers,13,9,,Книга Числа,13,10,
Numbers,13,10,,Книга Числа,13,11,
Numbers,13,11,,Книга Числа,13,12,
Numbers,13,12,,Книга Числа,13,13,
Numbers,13,13,,Книга Числа,13,14,
Numbers,13,14,,Книга Числа,13,15,
Numbers,13,15,,Книга Числа,13,16,
Numbers,13,16,,Книга Числа,13,17,
Numbers,13,17,,Книга Числа,13,18,
Numbers,13,18,,Книга Числа,13,19,
Numbers,13,19,,Книга Числа,13,20,
Numbers,13,20,,Книга Числа,13,21,
Numbers,13,21,,Книга Числа,13,22,
Numbers,13,22,,Книга Числа,13,23,
Numbers,13,23,,Книга Числа,13,24,
Numbers,13,24,,Книга Числа,13,25,
Numbers,13,25,,Книга Числа,13,26,
Numbers,13,26,,Книга Числа,13,27,
Numbers,13,27,,Книга Числа,13,28,
Numbers,13,28,,Книга Числа,13,29,
Numbers,13,29,,Книга Числа,13,30,
Numbers,13,30,,Книга Числа,13,31,
Numbers,13,31,,Книга Числа,13,32,
Numbers,13,32,,Книга Числа,13,33,
Numbers,13,33,,Книга Числа,13,34,
Numbers,29,40,,Книга Числа,30,1,
Numbers,30,1,,Книга Числа,30,2,
Numbers,30,2,,Книга Числа,30,3,
Numbers,30,3,,Книга Числа,30,4,
Numbers,30,4,,Книга Числа,30,5,
Numbers,30,5,,Книга Числа,30,6,
Numbers,30,6,,Книга Числа,30,7,
Numbers,30,7,,Книга Числа,30,8,
Numbers,30,8,,Книга Числа,30,9,
Numbers,30,9,,Книга Числа,30,10,
Numbers,30,10,,Книга Числа,30,11,
Numbers,30,11,,Книга Числа,30,12,
Numbers,30,12,,Книга Числа,30,13,
Numbers,30,13,,Книга Числа,30,14,
Numbers,30,14,,Книга Числа,30,15,
Numbers,30,15,,Книга Числа,30,16,
Numbers,30,16,,Книга Числа,30,17,
Joshua,6,1,,Книга Иисуса Навина,5,16,
Joshua,6,2,,Книга Иисуса Навина,6,1,
Joshua,6,3,,Книга Иисуса Навина,6,2,
Joshua,6,4,,Книга Иисуса Навина,6,3,
Joshua,6,5,,Книга Иисуса Навина,6,4,
Joshua,6,6,,Книга Иисуса Навина,6,5,
Joshua,6,7,,Книга Иисуса Навина,6,6,
Joshua,6,8,,Книга Иисуса Навина,6,7,
Joshua,6,9,,Книга Иисуса Навина,6,8,
Joshua,6,10,,Книга Иисуса Навина,6,9,
Joshua,6,11,,Книга Иисуса Навина,6,10,
Joshua,6,12,,Книга Иисуса Навина,6,11,
Joshua,6,13,,Книга Иисуса Навина,6,12,
Joshua,6,14,,Книга Иисуса Навина,6,13,
Joshua,6,15,,Книга Иисуса Навина,6,14,
Joshua,6,16,,Книга Иисуса Навина,6,15,
Joshua,6,17,,Книга Иисуса Навина,6,16,
Joshua,6,18,,Книга Иисуса Навина,6,17,
Joshua,6,19,,Книга Иисуса Навина,6,18,
Joshua,6,20,,Книга Иисуса Навина,6,19,
Joshua,6,21,,Книга Иисуса Навина,6,20,
Joshua,6,22,,Книга Иисуса Навина,6,21,
Joshua,6,23,,Книга Иисуса Навина,6,22,
Joshua,6,24,,Книга Иисуса Навина,6,23,
Joshua,6,25,,Книга Иисуса Навина,6,24,
Joshua,6,26,,Книга Иисуса Навина,6,25,
Joshua,6,27,,Книга Иисуса Навина,6,26,
1 Samuel,20,42,a,Первая книга Царств,20,42,
1 Samuel,20,42,b,Первая книга Царств,20,43,
1 Samuel,23,29,,Первая книга Царств,24,1,
1 Samuel,24,1,,Первая книга Царств,24,2,
1 Samuel,24,2,,Первая книга Царств,24,3,
1 Samuel,24,3,,Первая книга Царств,24,4,
1 Samuel,24,4,,Первая книга Царств,24,5,
1 Samuel,24,5,,Первая книга Царств,24,6,
1 Samuel,24,6,,Первая книга Царств,24,7,
1 Samuel,24,7,,Первая книга Царств,24,8,
1 Samuel,24,8,,Первая книга Царств,24,9,
1 Samuel,24,9,,Первая книга Царств,24,10,
1 Samuel,24,10,,Первая книга Царств,24,11,
1 Samuel,24,11,,Первая книга Царств,24,12,
1 Samuel,24,12,,Первая книга Царств,24,13,
1 Samuel,24,13,,Первая книга Царств,24,14,
1 Samuel,24,14,,Первая книга Царств,24,15,
1 Samuel,24,15,,Первая книга Царств,24,16,
1 Samuel,24,16,,Первая книга Царств,24,17,
1 Samuel,24,17,,Первая книга Царств,24,18,
1 Samuel,24,18,,Первая книга Царств,24,19,
1 Samuel,24,19,,Первая книга Царств,24,20,
1 Samuel,24,20,,Первая книга Царств,24,21,
1 Samuel,24,21,,Первая книга Царств,24,22,
1 Samuel,24,22,,Первая книга Царств,24,23,
Job,40,1,,Книга Иова,39,31,
Job,40,2,,Книга Иова,39,32,
Job,40,3,,Книга Иова,39,33,
Job,40,4,,Книга Иова,39,34,
Job,40,5,,Книга Иова,39,35,
Job,40,6,,Книга Иова,40,1,
Job,40,7,,Книга Иова,40,2,
Job,40,8,,Книга Иова,40,3,
Job,40,9,,Книга Иова,40,4,
Job,40,10,,Книга Иова,40,5,
Job,40,11,,Книга Иова,40,6,
Job,40,12,,Книга Иова,40,7,
Job,40,13,,Книга Иова,40,8,
Job,40,14,,Книга Иова,40,9,
Job,40,15,,Книга Иова,40,10,
Job,40,16,,Книга Иова,40,11,
Job,40,17,,Книга Иова,40,12,
Job,40,18,,Книга Иова,40,13,
Job,40,19,,Книга Иова,40,14,
Job,40,20,,Книга Иова,40,15,
Job,40,21,,Книга Иова,40,16,
Job,40,22,,Книга Иова,40,17,
Job,40,23,,Книга Иова,40,18,
Job,40,24,,Книга Иова,40,19,
Job,41,1,,Книга Иова,40,20,
Job,41,2,,Книга Иова,40,21,
Job,41,3,,Книга Иова,40,22,
Job,41,4,,Книга Иова,40,23,
Job,41,5,,Книга Иова,40,24,
Job,41,6,,Книга Иова,40,25,
Job,41,7,,Книга Иова,40,26,
Job,41,8,,Книга Иова,40,27,
Job,41,9,,Книга Иова,41,1,
Job,41,10,,Книга Иова,41,2,
Job,41,11,,Книга Иова,41,3,
Job,41,12,,Книга Иова,41,4,
Job,41,13,,Книга Иова,41,5,
Job,41,14,,Книга Иова,41,6,
Job,41,15,,Книга Иова,41,7,
Job,41,16,,Книга Иова,41,8,
Job,41,17,,Книга Иова,41,9,
Job,41,18,,Книга Иова,41,10,
Job,41,19,,Книга Иова,41,11,
Job,41,20,,Книга Иова,41,12,
Job,41,21,,Книга Иова,41,13,
Job,41,22,,Книга Иова,41,14,
Job,41,23,,Книга Иова,41,15,
Job,41,24,,Книга Иова,41,16,
Job,41,25,,Книга Иова,41,17,
Job,41,26,,Книга Иова,41,18,
Job,41,27,,Книга Иова,41,19,
Job,41,28,,Книга Иова,41,20,
Job,41,29,,Книга Иова,41,21,
Job,41,30,,Книга Иова,41,22,
Job,41,31,,Книга Иова,41,23,
Job,41,32,,Книга Иова,41,24,
Job,41,33,,Книга Иова,41,25,
Job,41,34,,Книга Иова,41,26,
Psalms,3,0,,Псалтирь,3,1,
Psalms,3,1,,Псалтирь,3,2,
Psalms,3,2,,Псалтирь,3,3,
Psalms,3,3,,Псалтирь,3,4,
Psalms,3,4,,Псалтирь,3,5,
Psalms,3,5,,Псалтирь,3,6,
Psalms,3,6,,Псалтирь,3,7,
Psalms,3,7,,Псалтирь,3,8,
Psalms,3,8,,Псалтирь,3,9,
Psalms,4,0,,Псалтирь,4,1,
Psalms,4,1,,Псалтирь,4,2,
Psalms,4,2,,Псалтирь,4,3,
Psalms,4,3,,Псалтирь,4,4,
Psalms,4,4,,Псалтирь,4,5,
Psalms,4,5,,Псалтирь,4,6,
Psalms,4,6,,Псалтирь,4,7,
Psalms,4,7,,Псалтирь,4,8,
Psalms,4,8,,Псалтирь,4,9,
Psalms,5,0,,Псалтирь,5,1,
Psalms,5,1,,Псалтирь,5,2,
Psalms,5,2,,Псалтирь,5,3,
Psalms,5,3,,Псалтирь,5,4,
Psalms,5,4,,Псалтирь,5,5,
Psalms,5,5,,Псалтирь,5,6,
Psalms,5,6,,Псалтирь,5,7,
Psalms,5,7,,Псалтирь,5,8,
Psalms,5,8,,Псалтирь,5,9,
Psalms,5,9,,Псалтирь,5,10,
Psalms,5,10,,Псалтирь,5,11,
Psalms,5,11,,Псалтирь,5,12,
Psalms,5,12,,Псалтирь,5,13,
Psalms,6,0,,Псалтирь,6,1,
Psalms,6,1,,Псалтирь,6,2,
Psalms,6,2,,Псалтирь,6,3,
Psalms,6,3,,Псалтирь,6,4,
Psalms,6,4,,Псалтирь,6,5,
Psalms,6,5,,Псалтирь,6,6,
Psalms,6,6,,Псалтирь,6,7,
Psalms,6,7,,Псалтирь,6,8,
Psalms,6,8,,Псалтирь,6,9,
Psalms,6,9,,Псалтирь,6,10,
Psalms,6,10,,Псалтирь,6,11,
Psalms,7,0,,Псалтирь,7,1,
Psalms,7,1,,Псалтирь,7,2,
Psalms,7,2,,Псалтирь,7,3,
Psalms,7,3,,Псалтирь,7,4,
Psalms,7,4,,Псалтирь,7,5,
Psalms,7,5,,Псалтирь,7,6,
Psalms,7,6,,Псалтирь,7,7,
Psalms,7,7,,Псалтирь,7,8,
Psalms,7,8,,Псалтирь,7,9,
Psalms,7,9,,Псалтирь,7,10,
Psalms,7,10,,Псалтирь,7,11,
Psalms,7,11,,Псалтирь,7,12,
Psalms,7,12,,Псалтирь,7,13,
Psalms,7,13,,Псалтирь,7,14,
Psalms,7,14,,Псалтирь,7,15,
Psalms,7,15,,Псалтирь,7,16,
Psalms,7,16,,Псалтирь,7,17,
Psalms,7,17,,Псалтирь,7,18,
Psalms,8,0,,Псалтирь,8,1,
Psalms,8,1,,Псалтирь,8,2,
Psalms,8,2,,Псалтирь,8,3,
Psalms,8,3,,Псалтирь,8,4,
Psalms,8,4,,Псалтирь,8,5,
Psalms,8,5,,Псалтирь,8,6,
Psalms,8,6,,Псалтирь,8,7,
Psalms,8,7,,Псалтирь,8,8,
Psalms,8,8,,Псалтирь,8,9,
Psalms,8,9,,Псалтирь,8,10,
Psalms,9,0,,Псалтирь,9,1,
Psalms,9,1,,Псалтирь,9,2,
Psalms,9,2,,Псалтирь,9,3,
Psalms,9,3,,Псалтирь,9,4,
Psalms,9,4,,Псалтирь,9,5,
Psalms,9,5,,Псалтирь,9,6,
Psalms,9,6,,Псалтирь,9,7,
Psalms,9,7,,Псалтирь,9,8,
Psalms,9,8,,Псалтирь,9,9,
Psalms,9,9,,Псалтирь,9,10,
Psalms,9,10,,Псалтирь,9,11,
Psalms,9,11,,Псалтирь,9,12,
Psalms,9,12,,Псалтирь,9,13,
Psalms,9,13,,Псалтирь,9,14,
Psalms,9,14,,Псалтирь,9,15,
Psalms,9,15,,Псалтирь,9,16,
Psalms,9,16,,Псалтирь,9,17,
Psalms,9,17,,Псалтирь,9,18,
Psalms,9,18,,Псалтирь,9,19,
Psalms,9,19,,Псалтирь,9,20,
Psalms,9,20,,Псалтирь,9,21,
Psalms,10,1,,Псалтирь,9,22,
Psalms,10,2,,Псалтирь,9,23,
Psalms,10,3,,Псалтирь,9,24,
Psalms,10,4,,Псалтирь,9,25,
Psalms,10,5,,Псалтирь,9,26,
Psalms,10,6,,Псалтирь,9,27,
Psalms,10,7,,Псалтирь,9,28,
Psalms,10,8,,Псалтирь,9,29,
Psalms,10,9,,Псалтирь,9,30,
Psalms,10,10,,Псалтирь,9,31,
Psalms,10,11,,Псалтирь,9,32,
Psalms,10,12,,Псалтирь,9,33,
Psalms,10,13,,Псалтирь,9,34,
Psalms,10,14,,Псалтирь,9,35,
Psalms,10,15,,Псалтирь,9,36,
Psalms,10,16,,Псалтирь,9,37,
Psalms,10,17,,Псалтирь,9,38,
Psalms,10,18,,Псалтирь,9,39,
Psalms,11,1,,Псалтирь,10,1,
Psalms,11,2,,Псалтирь,10,2,
Psalms,11,3,,Псалтирь,10,3,
Psalms,11,4,,Псалтирь,10,4,
Psalms,11,5,,Псалтирь,10,5,
Psalms,11,6,,Псалтирь,10,6,
Psalms,11,7,,Псалтирь,10,7,
Psalms,12,0,,Псалтирь,11,1,
Psalms,12,1,,Псалтирь,11,2,
Psalms,12,2,,Псалтирь,11,3,
Psalms,12,3,,Псалтирь,11,4,
Psalms,12,4,,Псалтирь,11,5,
Psalms,12,5,,Псалтирь,11,6,
Psalms,12,6,,Псалтирь,11,7,
Psalms,12,7,,Псалтирь,11,8,
Psalms,12,8,,Псалтирь,11,9,
Psalms,13,0,,Псалтирь,12,1,
Psalms,13,1,,Псалтирь,12,2,
Psalms,13,2,,Псалтирь,12,3,
Psalms,13,3,,Псалтирь,12,4,
Psalms,13,4,,Псалтирь,12,5,
Psalms,13,5,,Псалтирь,12,6,a
Psalms,13,6,,Псалтирь,12,6,b
Psalms,14,1,,Псалтирь,13,1,
Psalms,14,2,,Псалтирь,13,2,
Psalms,14,3,,Псалтирь,13,3,
Psalms,14,4,,Псалтирь,13,4,
Psalms,14,5,,Псалтирь,13,5,
Psalms,14,6,,Псалтирь,13,6,
Psalms,14,7,,Псалтирь,13,7,
Psalms,15,1,,Псалтирь,14,1,
Psalms,15,2,,Псалтирь,14,2,
Psalms,15,3,,Псалтирь,14,3,
Psalms,15,4,,Псалтирь,14,4,
Psalms,15,5,,Псалтирь,14,5,
Psalms,16,1,,Псалтирь,15,1,
Psalms,16,2,,Псалтирь,15,2,
Psalms,16,3,,Псалтирь,15,3,
Psalms,16,4,,Псалтирь,15,4,
Psalms,16,5,,Псалтирь,15,5,
Psalms,16,6,,Псалтирь,15,6,
Psalms,16,7,,Псалтирь,15,7,
Psalms,16,8,,Псалтирь,15,8,
Psalms,16,9,,Псалтирь,15,9,
Psalms,16,10,,Псалтирь,15,10,
Psalms,16,11,,Псалтирь,15,11,
Psalms,17,1,,Псалтирь,16,1,
Psalms,17,2,,Псалтирь,16,2,
Psalms,17,3,,Псалтирь,16,3,
Psalms,17,4,,Псалтирь,16,4,
Psalms,17,5,,Псалтирь,16,5,
Psalms,17,6,,Псалтирь,16,6,
Psalms,17,7,,Псалтирь,16,7,
Psalms,17,8,,Псалтирь,16,8,
Psalms,17,9,,Псалтирь,16,9,
Psalms,17,10,,Псалтирь,16,10,
Psalms,17,11,,Псалтирь,16,11,
Psalms,17,12,,Псалтирь,16,12,
Psalms,17,13,,Псалтирь,16,13,
Psalms,17,14,,Псалтирь,16,14,
Psalms,17,15,,Псалтирь,16,15,
Psalms,18,0,,Псалтирь,17,1,
Psalms,18,1,,Псалтирь,17,2,
Psalms,18,2,,Псалтирь,17,3,
Psalms,18,3,,Псалтирь,17,4,
Psalms,18,4,,Псалтирь,17,5,
Psalms,18,5,,Псалтирь,17,6,
Psalms,18,6,,Псалтирь,17,7,
Psalms,18,7,,Псалтирь,17,8,
Psalms,18,8,,Псалтирь,17,9,
Psalms,18,9,,Псалтирь,17,10,
Psalms,18,10,,Псалтирь,17,11,
Psalms,18,11,,Псалтирь,17,12,
Psalms,18,12,,Псалтирь,17,13,
Psalms,18,13,,Псалтирь,17,14,
Psalms,18,14,,Псалтирь,17,15,
Psalms,18,15,,Псалтирь,17,16,
Psalms,18,16,,Псалтирь,17,17,
Psalms,18,17,,Псалтирь,17,18,
Psalms,18,18,,Псалтирь,17,19,
Psalms,18,19,,Псалтирь,17,20,
Psalms,18,20,,Псалтирь,17,21,
Psalms,18,21,,Псалтирь,17,22,
Psalms,18,22,,Псалтирь,17,23,
Psalms,18,23,,Псалтирь,17,24,
Psalms,18,24,,Псалтирь,17,25,
Psalms,18,25,,Псалтирь,17,26,
Psalms,18,26,,Псалтирь,17,27,
Psalms,18,27,,Псалтирь,17,28,
Psalms,18,28,,Псалтирь,17,29,
Psalms,18,29,,Псалтирь,17,30,
Psalms,18,30,,Псалтирь,17,31,
Psalms,18,31,,Псалтирь,17,32,
Psalms,18,32,,Псалтирь,17,33,
Psalms,18,33,,Псалтирь,17,34,
Psalms,18,34,,Псалтирь,17,35,
Psalms,18,35,,Псалтирь,17,36,
Psalms,18,36,,Псалтирь,17,37,
Psalms,18,37,,Псалтирь,17,38,
Psalms,18,38,,Псалтирь,17,39,
Psalms,18,39,,Псалтирь,17,40,
Psalms,18,40,,Псалтирь,17,41,
Psalms,18,41,,Псалтирь,17,42,
Psalms,18,42,,Псалтирь,17,43,
Psalms,18,43,,Псалтирь,17,44,
Psalms,18,44,,Псалтирь,17,45,
Psalms,18,45,,Псалтирь,17,46,
Psalms,18,46,,Псалтирь,17,47,
Psalms,18,47,,Псалтирь,17,48,
Psalms,18,48,,Псалтирь,17,49,
Psalms,18,49,,Псалтирь,17,50,
Psalms,18,50,,Псалтирь,17,51,
Psalms,19,0,,Псалтирь,18,1,
Psalms,19,1,,Псалтирь,18,2,
Psalms,19,2,,Псалтирь,18,3,
Psalms,19,3,,Псалтирь,18,4,
Psalms,19,4,,Псалтирь,18,5,
Psalms,19,5,,Псалтирь,18,6,
Psalms,19,6,,Псалтирь,18,7,
Psalms,19,7,,Псалтирь,18,8,
Psalms,19,8,,Псалтирь,18,9,
Psalms,19,9,,Псалтирь,18,10,
Psalms,19,10,,Псалтирь,18,11,
Psalms,19,11,,Псалтирь,18,12,
Psalms,19,12,,Псалтирь,18,13,
Psalms,19,13,,Псалтирь,18,14,
Psalms,19,14,,Псалтирь,18,15,
Psalms,20,0,,Псалтирь,19,1,
Psalms,20,1,,Псалтирь,19,2,
Psalms,20,2,,Псалтирь,19,3,
Psalms,20,3,,Псалтирь,19,4,
Psalms,20,4,,Псалтирь,19,5,
Psalms,20,5,,Псалтирь,19,6,
Psalms,20,6,,Псалтирь,19,7,
Psalms,20,7,,Псалтирь,19,8,
Psalms,20,8,,Псалтирь,19,9,
Psalms,20,9,,Псалтирь,19,10,
Psalms,21,0,,Псалтирь,20,1,
Psalms,21,1,,Псалтирь,20,2,
Psalms,21,2,,Псалтирь,20,3,
Psalms,21,3,,Псалтирь,20,4,
Psalms,21,4,,Псалтирь,20,5,
Psalms,21,5,,Псалтирь,20,6,
Psalms,21,6,,Псалтирь,20,7,
Psalms,21,7,,Псалтирь,20,8,
Psalms,21,8,,Псалтирь,20,9,
Psalms,21,9,,Псалтирь,20,10,
Psalms,21,10,,Псалтирь,20,11,
Psalms,21,11,,Псалтирь,20,12,
Psalms,21,12,,Псалтирь,20,13,
Psalms,21,13,,Псалтирь,20,14,
Psalms,22,0,,Псалтирь,21,1,
Psalms,22,1,,Псалтирь,21,2,
Psalms,22,2,,Псалтирь,21,3,
Psalms,22,3,,Псалтирь,21,4,
Psalms,22,4,,Псалтирь,21,5,
Psalms,22,5,,Псалтирь,21,6,
Psalms,22,6,,Псалтирь,21,7,
Psalms,22,7,,Псалтирь,21,8,
Psalms,22,8,,Псалтирь,21,9,
Psalms,22,9,,Псалтирь,21,10,
Psalms,22,10,,Псалтирь,21,11,
Psalms,22,11,,Псалтирь,21,12,
Psalms,22,12,,Псалтирь,21,13,
Psalms,22,13,,Псалтирь,21,14,
Psalms,22,14,,Псалтирь,21,15,
Psalms,22,15,,Псалтирь,21,16,
Psalms,22,16,,Псалтирь,21,17,
Psalms,22,17,,Псалтирь,21,18,
Psalms,22,18,,Псалтирь,21,19,
Psalms,22,19,,Псалтирь,21,20,
Psalms,22,20,,Псалтирь,21,21,
Psalms,22,21,,Псалтирь,21,22,
Psalms,22,22,,Псалтирь,21,23,
Psalms,22,23,,Псалтирь,21,24,
Psalms,22,24,,Псалтирь,21,25,
Psalms,22,25,,Псалтирь,21,26,
Psalms,22,26,,Псалтирь,21,27,
Psalms,22,27,,Псалтирь,21,28,
Psalms,22,28,,Псалтирь,21,29,
Psalms,22,29,,Псалтирь,21,30,
Psalms,22,30,,Псалтирь,21,31,
Psalms,22,31,,Псалтирь,21,32,
Psalms,23,1,,Псалтирь,22,1,
Psalms,23,2,,Псалтирь,22,2,
Psalms,23,3,,Псалтирь,22,3,
Psalms,23,4,,Псалтирь,22,4,
Psalms,23,5,,Псалтирь,22,5,
Psalms,23,6,,Псалтирь,22,6,
Psalms,24,1,,Псалтирь,23,1,
Psalms,24,2,,Псалтирь,23,2,
Psalms,24,3,,Псалтирь,23,3,
Psalms,24,4,,Псалтирь,23,4,
Psalms,24,5,,Псалтирь,23,5,
Psalms,24,6,,Псалтирь,23,6,
Psalms,24,7,,Псалтирь,23,7,
Psalms,24,8,,Псалтирь,23,8,
Psalms,24,9,,Псалтирь,23,9,
Psalms,24,10,,Псалтирь,23,10,
Psalms,25,1,,Псалтирь,24,1,
Psalms,25,2,,Псалтирь,24,2,
Psalms,25,3,,Псалтирь,24,3,
Psalms,25,4,,Псалтирь,24,4,
Psalms,25,5,,Псалтирь,24,5,
Psalms,25,6,,Псалтирь,24,6,
Psalms,25,7,,Псалтирь,24,7,
Psalms,25,8,,Псалтирь,24,8,
Psalms,25,9,,Псалтирь,24,9,
Psalms,25,10,,Псалтирь,24,10,
Psalms,25,11,,Псалтирь,24,11,
Psalms,25,12,,Псалтирь,24,12,
Psalms,25,13,,Псалтирь,24,13,
Psalms,25,14,,Псалтирь,24,14,
Psalms,25,15,,Псалтирь,24,15,
Psalms,25,16,,Псалтирь,24,16,
Psalms,25,17,,Псалтирь,24,17,
Psalms,25,18,,Псалтирь,24,18,
Psalms,25,19,,Псалтирь,24,19,
Psalms,25,20,,Псалтирь,24,20,
Psalms,25,21,,Псалтирь,24,21,
Psalms,25,22,,Псалтирь,24,22,
Psalms,26,1,,Псалтирь,25,1,
Psalms,26,2,,Псалтирь,25,2,
Psalms,26,3,,Псалтирь,25,3,
Psalms,26,4,,Псалтирь,25,4,
Psalms,26,5,,Псалтирь,25,5,
Psalms,26,6,,Псалтирь,25,6,
Psalms,26,7,,Псалтирь,25,7,
Psalms,26,8,,Псалтирь,25,8,
Psalms,26,9,,Псалтирь,25,9,
Psalms,26,10,,Псалтирь,25,10,
Psalms,26,11,,Псалтирь,25,11,
Psalms,26,12,,Псалтирь,25,12,
Psalms,27,1,,Псалтирь,26,1,
Psalms,27,2,,Псалтирь,26,2,
Psalms,27,3,,Псалтирь,26,3,
Psalms,27,4,,Псалтирь,26,4,
Psalms,27,5,,Псалтирь,26,5,
Psalms,27,6,,Псалтирь,26,6,
Psalms,27,7,,Псалтирь,26,7,
Psalms,27,8,,Псалтирь,26,8,
Psalms,27,9,,Псалтирь,26,9,
Psalms,27,10,,Псалтирь,26,10,
Psalms,27,11,,Псалтирь,26,11,
Psalms,27,12,,Псалтирь,26,12,
Psalms,27,13,,Псалтирь,26,13,
Psalms,27,14,,Псалтирь,26,14,
Psalms,28,1,,Псалтирь,27,1,
Psalms,28,2,,Псалтирь,27,2,
Psalms,28,3,,Псалтирь,27,3,
Psalms,28,4,,Псалтирь,27,4,
Psalms,28,5,,Псалтирь,27,5,
Psalms,28,6,,Псалтирь,27,6,
Psalms,28,7,,Псалтирь,27,7,
Psalms,28,8,,Псалтирь,27,8,
Psalms,28,9,,Псалтирь,27,9,
Psalms,29,1,,Псалтирь,28,1,
Psalms,29,2,,Псалтирь,28,2,
Psalms,29,3,,Псалтирь,28,3,
Psalms,29,4,,Псалтирь,28,4,
Psalms,29,5,,Псалтирь,28,5,
Psalms,29,6,,Псалтирь,28,6,
Psalms,29,7,,Псалтирь,28,7,
Psalms,29,8,,Псалтирь,28,8,
Psalms,29,9,,Псалтирь,28,9,
Psalms,29,10,,Псалтирь,28,10,
Psalms,29,11,,Псалтирь,28,11,
Psalms,30,0,,Псалтирь,29,1,
Psalms,30,1,,Псалтирь,29,2,
Psalms,30,2,,Псалтирь,29,3,
Psalms,30,3,,Псалтирь,29,4,
Psalms,30,4,,Псалтирь,29,5,
Psalms,30,5,,Псалтирь,29,6,
Psalms,30,6,,Псалтирь,29,7,
Psalms,30,7,,Псалтирь,29,8,
Psalms,30,8,,Псалтирь,29,9,
Psalms,30,9,,Псалтирь,29,10,
Psalms,30,10,,Псалтирь,29,11,
Psalms,30,11,,Псалтирь,29,12,
Psalms,30,12,,Псалтирь,29,13,
Psalms,31,0,,Псалтирь,30,1,
Psalms,31,1,,Псалтирь,30,2,
Psalms,31,2,,Псалтирь,30,3,
Psalms,31,3,,Псалтирь,30,4,
Psalms,31,4,,Псалтирь,30,5,
Psalms,31,5,,Псалтирь,30,6,
Psalms,31,6,,Псалтирь,30,7,
Psalms,31,7,,Псалтирь,30,8,
Psalms,31,8,,Псалтирь,30,9,
